src,dst,count,month,avg_fare
Bedford,World Trade Center,4,2,20.29
Boerum Hill,Middle Village,4,2,29.287499999999998
Briarwood/Jamaica Hills,JFK Airport,8,2,43.42375
Brooklyn Heights,Ridgewood,9,2,25.812222222222225
Central Harlem,Times Sq/Theatre District,287,2,20.128641114982567
Central Park,Columbia Street,14,2,37.10785714285714
Central Park,West Concourse,16,2,19.38875
Chinatown,Bensonhurst East,3,2,42.22666666666667
Chinatown,Clinton Hill,176,2,17.46170454545455
Claremont/Bathgate,Midtown East,1,2,34.8
Clinton East,Van Cortlandt Village,79,2,38.113164556962026
Clinton East,Woodhaven,25,2,40.8488
Clinton West,East New York,4,2,51.435
Clinton West,Penn Station/Madison Sq West,3753,2,11.36485744737548
DUMBO/Vinegar Hill,Garment District,14,2,26.196428571428573
Downtown Brooklyn/MetroTech,Stuyvesant Heights,123,2,16.75487804878049
East Chelsea,East Flatbush/Farragut,38,2,39.64526315789474
East Concourse/Concourse Village,Central Park,1,2,19.8
East Elmhurst,Cypress Hills,1,2,30.8
East Elmhurst,Financial District South,1,2,59.34
East New York,Prospect Heights,1,2,24.99
East Tremont,Hunts Point,1,2,15.8
East Village,Willets Point,1,2,42.8
Elmhurst,Gramercy,10,2,49.823
Financial District South,Astoria,158,2,37.53
Financial District South,Elmhurst/Maspeth,12,2,32.415
Financial District South,Washington Heights North,48,2,43.93145833333333
Flatbush/Ditmas Park,Bay Ridge,8,2,22.1125
Flatiron,Murray Hill-Queens,5,2,50.13000000000001
Flatiron,New Dorp/Midland Beach,11,2,77.78363636363635
Flatiron,Springfield Gardens South,3,2,66.41333333333334
Flatlands,East Flatbush/Remsen Village,2,2,15.274999999999999
Flushing Meadows-Corona Park,Gramercy,16,2,64.9975
Garment District,East Harlem South,1045,2,18.936296650717733
Gramercy,Howard Beach,6,2,54.06333333333333
Greenpoint,Chinatown,19,2,18.152631578947368
Greenpoint,East Village,100,2,19.944300000000002
Hunts Point,Mott Haven/Port Morris,5,2,8.0
Jackson Heights,Madison,1,2,62.76
Jamaica,Financial District North,5,2,63.544000000000004
Jamaica,Jackson Heights,1,2,21.8
Jamaica,Old Astoria,1,2,34.56
Jamaica Estates,NA,2,2,69.8
Kensington,Williamsburg (North Side),2,2,28.799999999999997
Kew Gardens Hills,Astoria,2,2,27.604999999999997
Kips Bay,East Flatbush/Remsen Village,14,2,44.01357142857143
Kips Bay,Little Italy/NoLiTa,939,2,14.421075612353563
Kips Bay,Park Slope,285,2,32.42122807017543
LaGuardia Airport,Baisley Park,194,2,34.13304123711339
Lenox Hill East,Green-Wood Cemetery,1,2,44.8
Lenox Hill East,NA,63,2,79.61396825396825
Lenox Hill West,Crotona Park East,3,2,24.96666666666667
Lenox Hill West,Morrisania/Melrose,20,2,23.0045
Lenox Hill West,West Concourse,85,2,22.427411764705884
Lincoln Square West,Manhattanville,240,2,16.47529166666666
Little Italy/NoLiTa,Brownsville,3,2,36.68333333333333
Long Island City/Queens Plaza,JFK Airport,74,2,54.0677027027027
Long Island City/Queens Plaza,World Trade Center,12,2,31.21666666666667
Lower East Side,Upper East Side South,794,2,21.285365239294723
Manhattan Valley,Bloomingdale,1910,2,6.770376963350775
Marble Hill,Washington Heights North,19,2,11.561052631578947
Meatpacking/West Village West,Williamsburg (South Side),355,2,23.29329577464787
Midtown Center,Boerum Hill,296,2,31.909425675675664
Midtown Center,Erasmus,25,2,44.8696
Midtown Center,Jamaica Estates,20,2,55.557
Midtown East,Financial District North,2704,2,23.05074334319525
Midtown North,Bronxdale,10,2,42.223
Midtown North,Jackson Heights,289,2,27.408096885813137
Morningside Heights,Clinton West,364,2,18.808983516483504
Murray Hill,Flatiron,5162,2,11.500044556373503
NA,Gramercy,12,2,12.831666666666665
NA,NV,69,2,54.52318840579711
NV,Central Harlem North,87,2,19.715402298850577
NV,Hudson Sq,150,2,17.439600000000002
Old Astoria,Manhattan Valley,2,2,24.625
Park Slope,Flushing Meadows-Corona Park,1,2,42.3
Park Slope,Middle Village,4,2,34.4075
Penn Station/Madison Sq West,Randalls Island,3,2,39.660000000000004
Prospect Heights,Fort Greene,212,2,8.420141509433964
Prospect Park,Ocean Parkway South,2,2,17.16
Queensboro Hill,South Ozone Park,2,2,23.200000000000003
Red Hook,Bensonhurst West,1,2,24.8
Red Hook,Cobble Hill,8,2,9.27
Red Hook,Kips Bay,1,2,42.84
Red Hook,Williamsburg (North Side),3,2,20.686666666666667
Sheepshead Bay,Bensonhurst East,2,2,16.05
SoHo,East Flushing,3,2,49.97
SoHo,Greenwich Village North,2840,2,8.791753521126797
SoHo,Red Hook,30,2,24.047333333333334
SoHo,Van Nest/Morris Park,2,2,48.58
South Beach/Dongan Hills,Crown Heights North,1,2,50.76
South Jamaica,NA,30,2,125.34166666666667
Spuyten Duyvil/Kingsbridge,Clinton East,3,2,35.17333333333334
Stuy Town/Peter Cooper Village,Central Park,77,2,21.562467532467533
Stuyvesant Heights,NA,1,2,86.34
Sunset Park East,Boerum Hill,1,2,30.3
Sunset Park West,Gramercy,2,2,29.8
Sunset Park West,Hudson Sq,1,2,22.3
Sutton Place/Turtle Bay North,Auburndale,5,2,42.186
Times Sq/Theatre District,Bedford,190,2,34.31657894736842
Times Sq/Theatre District,Crotona Park East,23,2,35.94304347826087
TriBeCa/Civic Center,East New York/Pennsylvania Avenue,25,2,37.376400000000004
UN/Turtle Bay South,East Harlem North,434,2,17.84764976958524
Upper East Side South,Allerton/Pelham Gardens,1,2,34.8
Upper East Side South,Baisley Park,4,2,60.099999999999994
Upper East Side South,Saint Albans,2,2,54.98
Upper West Side North,Bedford Park,28,2,32.14142857142857
Upper West Side North,Morningside Heights,11032,2,8.93524202320506
Van Cortlandt Park,NA,7,2,57.90857142857143
Washington Heights South,East Harlem South,114,2,21.471578947368428
West Concourse,Stuy Town/Peter Cooper Village,1,2,30.9
West Village,East Flatbush/Remsen Village,23,2,34.4891304347826
Willets Point,Flushing Meadows-Corona Park,2,2,5.05
Williamsburg (North Side),World Trade Center,18,2,25.762777777777778
Windsor Terrace,Kips Bay,2,2,31.725
Woodside,Times Sq/Theatre District,46,2,38.42608695652174
World Trade Center,Midtown North,797,2,24.68038895859476
Yorkville East,Jamaica Estates,3,2,62.413333333333334
Yorkville West,Eastchester,6,2,41.35166666666666
Yorkville West,Randalls Island,32,2,20.919687500000002
Yorkville West,Woodside,122,2,21.747295081967216
Allerton/Pelham Gardens,East Harlem North,1,2,37.8
Alphabet City,Clinton West,135,2,22.526740740740742
Alphabet City,Green-Wood Cemetery,1,2,33.5
Alphabet City,LaGuardia Airport,79,2,40.19898734177215
Alphabet City,Long Island City/Queens Plaza,18,2,22.813333333333333
Alphabet City,Meatpacking/West Village West,249,2,14.509036144578312
Astoria,East Concourse/Concourse Village,9,2,32.56888888888889
Astoria,Manhattan Beach,1,2,58.3
Astoria,Spuyten Duyvil/Kingsbridge,2,2,44.59
Astoria,TriBeCa/Civic Center,21,2,36.20095238095238
Baisley Park,Yorkville East,10,2,69.261
Bay Ridge,Brooklyn Heights,1,2,21.36
Bay Ridge,Manhattan Beach,3,2,28.55
Bay Ridge,Prospect Heights,3,2,25.569999999999997
Bay Terrace/Fort Totten,JFK Airport,1,2,47.3
Bedford,SoHo,5,2,19.854000000000003
Boerum Hill,Mott Haven/Port Morris,7,2,35.8
Bronx Park,Bronx Park,2,2,27.4
Brownsville,Cypress Hills,1,2,17.75
Brownsville,Stuyvesant Heights,2,2,13.82
Cambria Heights,NA,1,2,10.3
Canarsie,Penn Station/Madison Sq West,1,2,13.56
Carroll Gardens,Financial District South,25,2,22.522
Central Harlem,Brighton Beach,1,2,69.84
Central Harlem North,Lenox Hill East,120,2,20.42450000000001
Central Park,Dyker Heights,1,2,50.3
Central Park,Kingsbridge Heights,3,2,28.153333333333332
Central Park,University Heights/Morris Heights,6,2,25.55
Clinton East,Washington Heights North,1306,2,29.853223583461016
Clinton East,Woodside,325,2,24.690246153846132
Cobble Hill,Lincoln Square West,8,2,33.896249999999995
DUMBO/Vinegar Hill,NA,6,2,87.46666666666668
DUMBO/Vinegar Hill,Yorkville West,11,2,34.33909090909091
East Concourse/Concourse Village,East Concourse/Concourse Village,80,2,12.092625000000002
East Elmhurst,Queensboro Hill,1,2,14.8
East Flushing,Flushing,5,2,9.690000000000001
East Harlem South,Richmond Hill,6,2,47.75666666666667
East Harlem South,Springfield Gardens South,1,2,57.34
East Tremont,East Concourse/Concourse Village,1,2,12.8
East Village,Ocean Parkway South,22,2,39.6390909090909
Erasmus,Prospect-Lefferts Gardens,26,2,8.949615384615385
Financial District South,Mount Hope,9,2,44.46555555555555
Financial District South,University Heights/Morris Heights,12,2,51.4575
Flushing Meadows-Corona Park,Briarwood/Jamaica Hills,3,2,26.48
Forest Hills,Old Astoria,4,2,30.689999999999998
Forest Hills,Whitestone,2,2,22.43
Hamilton Heights,Clinton Hill,2,2,55.125
Hudson Sq,East Village,2589,2,11.63011201236003
Hudson Sq,Ocean Parkway South,5,2,39.79600000000001
Inwood,Van Cortlandt Village,15,2,11.319333333333333
JFK Airport,Upper West Side North,2023,2,67.57802273850712
Jackson Heights,Queensbridge/Ravenswood,40,2,14.777499999999998
Kew Gardens Hills,West Farms/Bronx River,1,2,43.74
Kips Bay,Flatiron,1731,2,11.7277585210861
Kips Bay,Norwood,10,2,50.602000000000004
Lenox Hill East,East Tremont,20,2,33.7645
Lenox Hill East,East Village,1604,2,18.80324812967585
Lenox Hill East,Woodlawn/Wakefield,13,2,43.64846153846153
Lenox Hill West,Kips Bay,3471,2,12.587551138000642
Lincoln Square East,Coney Island,9,2,68.68666666666667
Lincoln Square East,Little Italy/NoLiTa,619,2,24.034038772213247
Lincoln Square West,Belmont,9,2,43.04666666666667
Lower East Side,Allerton/Pelham Gardens,2,2,50.43
Marine Park/Mill Basin,Breezy Point/Fort Tilden/Riis Beach,1,2,14.3
Meatpacking/West Village West,Bay Terrace/Fort Totten,3,2,62.660000000000004
Meatpacking/West Village West,Riverdale/North Riverdale/Fieldston,14,2,46.487857142857145
Melrose South,UN/Turtle Bay South,1,2,25.3
Midtown East,University Heights/Morris Heights,19,2,31.36473684210526
Morrisania/Melrose,Central Harlem,3,2,14.200000000000001
Morrisania/Melrose,Mott Haven/Port Morris,17,2,20.29529411764706
NV,Gowanus,15,2,25.41466666666667
Old Astoria,Middle Village,7,2,23.680000000000003
Old Astoria,Steinway,524,2,8.527614503816787
Old Astoria,Upper West Side North,29,2,26.899310344827587
Park Slope,East Williamsburg,114,2,21.269912280701757
Park Slope,Flatlands,27,2,22.915185185185187
Park Slope,Park Slope,1961,2,8.88043345232026
Pelham Parkway,Bronxdale,2,2,6.55
Penn Station/Madison Sq West,Crown Heights North,358,2,35.14804469273742
Penn Station/Madison Sq West,Flatbush/Ditmas Park,209,2,43.28153110047846
Penn Station/Madison Sq West,Flushing Meadows-Corona Park,9,2,44.025555555555556
Penn Station/Madison Sq West,Middle Village,78,2,36.80128205128205
Prospect Park,East Chelsea,1,2,36.36
Red Hook,Stuyvesant Heights,2,2,25.08
Rego Park,NV,2,2,10.735000000000001
Rego Park,Washington Heights North,1,2,49.84
Richmond Hill,West Chelsea/Hudson Yards,1,2,62.84
Seaport,LaGuardia Airport,226,2,47.57172566371681
South Ozone Park,Flatbush/Ditmas Park,3,2,52.370000000000005
South Ozone Park,Two Bridges/Seward Park,2,2,47.25
South Williamsburg,NV,1,2,3.3
South Williamsburg,Woodside,3,2,21.3
Springfield Gardens South,Van Cortlandt Park,1,2,91.01
Steinway,Jamaica Estates,1,2,26.3
Stuy Town/Peter Cooper Village,Ocean Hill,1,2,54.96
Sunnyside,South Ozone Park,12,2,33.56666666666667
Sutton Place/Turtle Bay North,Cypress Hills,3,2,43.99333333333334
Sutton Place/Turtle Bay North,Sutton Place/Turtle Bay North,5681,2,8.48444111952129
Times Sq/Theatre District,Glendale,72,2,37.660000000000004
TriBeCa/Civic Center,South Williamsburg,63,2,18.863809523809525
Two Bridges/Seward Park,Brighton Beach,2,2,53.879999999999995
Two Bridges/Seward Park,Long Island City/Hunters Point,55,2,26.51818181818182
UN/Turtle Bay South,Fordham South,4,2,38.675
UN/Turtle Bay South,Old Astoria,125,2,20.195280000000004
Upper East Side North,Lincoln Square West,3084,2,13.876582360570751
Upper East Side North,Morrisania/Melrose,25,2,23.0264
Upper East Side South,Manhattan Valley,1871,2,15.161544628540934
Upper East Side South,NV,347,2,10.567002881844378
Upper West Side North,East Tremont,25,2,28.275600000000004
Upper West Side North,Long Island City/Hunters Point,85,2,25.392000000000003
Upper West Side South,Financial District South,131,2,30.934732824427474
Van Cortlandt Park,Roosevelt Island,1,2,43.84
West Chelsea/Hudson Yards,West Farms/Bronx River,5,2,36.788
West Farms/Bronx River,Belmont,2,2,11.3
West Village,Bronxdale,6,2,52.22666666666667
Whitestone,Bronxdale,1,2,62.84
Williamsburg (North Side),Arrochar/Fort Wadsworth,1,2,59.26
Williamsburg (North Side),Carroll Gardens,77,2,22.620389610389612
Woodside,East Village,39,2,27.44717948717949
Yorkville West,Mott Haven/Port Morris,377,2,13.93344827586206
Alphabet City,Penn Station/Madison Sq West,482,2,16.471846473029036
Astoria Park,Greenwich Village North,1,2,30.8
Baisley Park,Hamilton Heights,12,2,62.28083333333334
Battery Park,Yorkville East,14,2,28.34714285714286
Battery Park City,Bensonhurst East,9,2,38.44222222222223
Battery Park City,Chinatown,595,2,12.322773109243686
Bay Ridge,Borough Park,3,2,14.300000000000002
Bayside,Astoria,1,2,31.3
Bloomingdale,Brooklyn Navy Yard,1,2,47.25
Bloomingdale,Downtown Brooklyn/MetroTech,16,2,36.076875
Borough Park,Arrochar/Fort Wadsworth,1,2,71.3
Bronx Park,Mott Haven/Port Morris,1,2,16.3
Bushwick South,East New York/Pennsylvania Avenue,4,2,18.162499999999998
Carroll Gardens,Manhattanville,2,2,37.55
Central Harlem,Soundview/Castle Hill,15,2,29.009333333333334
Chinatown,Kew Gardens,4,2,48.567499999999995
Claremont/Bathgate,Meatpacking/West Village West,1,2,35.3
Claremont/Bathgate,Melrose South,12,2,9.933333333333332
Clinton East,Claremont/Bathgate,31,2,34.45
Clinton East,Manhattan Valley,2391,2,15.025069008782992
Clinton Hill,Prospect Park,7,2,14.28714285714286
Clinton Hill,Upper West Side North,1,2,35.3
Clinton Hill,Williamsburg (North Side),69,2,15.122463768115946
Clinton West,Briarwood/Jamaica Hills,6,2,52.326666666666675
Columbia Street,Lincoln Square West,2,2,38.31
Corona,Long Island City/Hunters Point,1,2,40.84
Crotona Park East,Pelham Parkway,1,2,10.8
Crown Heights North,Clinton Hill,100,2,9.193499999999998
Crown Heights North,Midwood,3,2,16.97
DUMBO/Vinegar Hill,Lenox Hill West,14,2,27.62642857142857
Downtown Brooklyn/MetroTech,Chinatown,285,2,9.838140350877199
Downtown Brooklyn/MetroTech,Mott Haven/Port Morris,7,2,37.63714285714286
East Chelsea,Charleston/Tottenville,3,2,67.71333333333332
East Chelsea,City Island,2,2,65.975
East Chelsea,Hillcrest/Pomonok,9,2,49.71333333333334
East Chelsea,Jamaica Estates,13,2,55.903076923076924
East Chelsea,West Farms/Bronx River,18,2,36.526666666666664
East Harlem North,Bloomingdale,262,2,11.826374045801527
East New York/Pennsylvania Avenue,Boerum Hill,1,2,47.3
East Village,Bedford Park,37,2,46.596486486486484
East Village,Claremont/Bathgate,8,2,41.5
East Village,Hudson Sq,2363,2,11.743487092678839
East Williamsburg,Bensonhurst East,2,2,41.98
East Williamsburg,Williamsburg (South Side),453,2,8.597041942604854
Elmhurst/Maspeth,Sunnyside,107,2,10.335420560747666
Financial District North,East Harlem South,216,2,30.797638888888876
Financial District South,Flushing,10,2,53.129999999999995
Flatbush/Ditmas Park,University Heights/Morris Heights,1,2,79.59
Flatiron,Hunts Point,7,2,39.01571428571429
Flushing,Cambria Heights,1,2,40.55
Flushing,East Harlem North,1,2,40.74
Fort Greene,Upper East Side South,17,2,33.06705882352941
Garment District,Middle Village,42,2,33.41452380952381
Gramercy,West Village,5100,2,11.49079019607844
Greenpoint,East New York,4,2,32.55
Greenpoint,Jackson Heights,16,2,24.1475
Greenpoint,Roosevelt Island,12,2,15.196666666666667
Greenwich Village North,Bedford,227,2,25.71074889867841
Greenwich Village North,Crotona Park East,1,2,32.3
Greenwich Village North,Grymes Hill/Clifton,1,2,87.93
Greenwich Village North,Long Island City/Queens Plaza,64,2,25.195468750000007
Greenwich Village South,Westchester Village/Unionport,7,2,44.85857142857143
Hamilton Heights,Sutton Place/Turtle Bay North,43,2,28.089069767441863
Highbridge,West Concourse,17,2,7.53235294117647
Homecrest,JFK Airport,1,2,42.3
Howard Beach,Financial District North,1,2,58.34
Hudson Sq,Highbridge,3,2,40.46666666666666
Hudson Sq,Soundview/Castle Hill,2,2,45.55
Inwood,Inwood Hill Park,18,2,6.127222222222223
JFK Airport,Chinatown,217,2,60.768110599078334
JFK Airport,West Concourse,97,2,64.48721649484537
Jamaica,Upper East Side North,9,2,67.85555555555555
Kew Gardens,East Flushing,1,2,20.76
Kew Gardens,Richmond Hill,18,2,14.448333333333332
LaGuardia Airport,Bronxdale,45,2,44.26133333333333
Lenox Hill East,Financial District South,814,2,23.877260442260475
Lenox Hill East,Rossville/Woodrow,1,2,93.88
Lenox Hill West,Flatlands,3,2,57.22
Lenox Hill West,Prospect Park,6,2,33.45
Lenox Hill West,SoHo,410,2,24.06197560975608
Lenox Hill West,Sunset Park West,17,2,42.88235294117647
Little Italy/NoLiTa,Astoria,254,2,32.38925196850393
Little Italy/NoLiTa,East New York/Pennsylvania Avenue,6,2,35.818333333333335
Little Italy/NoLiTa,Hillcrest/Pomonok,5,2,42.89
Little Italy/NoLiTa,Park Slope,886,2,21.482223476297985
Lower East Side,East New York,36,2,33.164444444444456
Lower East Side,Lenox Hill East,1123,2,20.249296527159423
Midtown Center,Gramercy,6514,2,12.28947804728269
Midtown East,Douglaston,30,2,59.886
Midtown East,Sutton Place/Turtle Bay North,8250,2,7.716174545454499
Midtown North,Bensonhurst East,5,2,61.174
Midtown North,East Flushing,5,2,49.33
Midtown South,Oakland Gardens,15,2,53.948
Midtown South,Oakwood,1,2,95.87
Midtown South,Spuyten Duyvil/Kingsbridge,51,2,46.17490196078432
Midwood,East New York,1,2,25.8
Murray Hill,Bedford Park,21,2,41.37285714285714
NA,Hudson Sq,4,2,39.985
NA,Lincoln Square East,2,2,69.32499999999999
NV,Laurelton,1,2,22.8
Ocean Hill,DUMBO/Vinegar Hill,2,2,35.8
Old Astoria,Murray Hill,86,2,19.814883720930233
Parkchester,West Farms/Bronx River,5,2,9.4
Penn Station/Madison Sq West,Chinatown,688,2,18.815319767441853
Penn Station/Madison Sq West,Gramercy,10282,2,10.795898657848493
Prospect-Lefferts Gardens,Lenox Hill East,4,2,39.175
Queensbridge/Ravenswood,West Farms/Bronx River,1,2,41.84
Rego Park,East Chelsea,2,2,37.0
Roosevelt Island,Flushing,1,2,32.0
Seaport,Chinatown,478,2,7.470585774058579
Seaport,Jamaica Estates,7,2,52.99428571428571
Soundview/Castle Hill,Schuylerville/Edgewater Park,7,2,10.168571428571429
South Ozone Park,Springfield Gardens South,2,2,43.574999999999996
Springfield Gardens South,Central Harlem,1,2,75.41
Steinway,Sutton Place/Turtle Bay North,30,2,22.45266666666667
Stuy Town/Peter Cooper Village,Canarsie,1,2,47.3
Sutton Place/Turtle Bay North,Riverdale/North Riverdale/Fieldston,44,2,45.31840909090909
Times Sq/Theatre District,Brighton Beach,24,2,61.943333333333335
Times Sq/Theatre District,Homecrest,34,2,56.737352941176475
Times Sq/Theatre District,Oakland Gardens,22,2,54.789090909090916
TriBeCa/Civic Center,Arden Heights,2,2,94.505
TriBeCa/Civic Center,Highbridge,15,2,41.89733333333333
TriBeCa/Civic Center,Hunts Point,10,2,42.52900000000001
TriBeCa/Civic Center,Melrose South,6,2,41.8
UN/Turtle Bay South,Brighton Beach,5,2,58.33200000000001
UN/Turtle Bay South,Yorkville West,2606,2,13.261247122026143
Union Sq,Pelham Bay,12,2,48.0425
Upper East Side North,West Chelsea/Hudson Yards,1505,2,22.07453820598012
Upper East Side South,Kips Bay,1776,2,13.851542792792834
Upper West Side North,Cobble Hill,16,2,41.725
Upper West Side North,Stuyvesant Heights,9,2,45.949999999999996
Upper West Side South,Eastchester,4,2,44.82
Upper West Side South,Gramercy,1038,2,22.049720616570358
Upper West Side South,Inwood Hill Park,32,2,28.235
Upper West Side South,Midtown Center,6001,2,14.4754624229294
Washington Heights North,Central Park,2,2,24.05
Washington Heights South,Battery Park City,13,2,39.54230769230769
West Chelsea/Hudson Yards,City Island,1,2,63.95
West Chelsea/Hudson Yards,Claremont/Bathgate,8,2,34.88125
Windsor Terrace,Borough Park,8,2,9.831249999999999
Woodlawn/Wakefield,Soundview/Bruckner,1,2,18.8
Woodside,Carroll Gardens,1,2,57.3
Woodside,Woodside,776,2,9.33356958762885
World Trade Center,East Village,1406,2,16.895284495021368
Yorkville East,Parkchester,8,2,29.112500000000004
Yorkville West,Bay Ridge,18,2,55.37555555555555
Yorkville West,Flushing Meadows-Corona Park,16,2,44.203125
Alphabet City,Astoria,93,2,29.5683870967742
Alphabet City,Homecrest,1,2,38.3
Astoria,Boerum Hill,8,2,36.71
Astoria,Upper West Side North,37,2,26.740270270270273
Astoria,World Trade Center,12,2,38.45083333333333
Battery Park,Kingsbridge Heights,1,2,56.8
Battery Park,Lower East Side,64,2,14.219687500000003
Bay Ridge,Midtown North,1,2,53.21
Bedford,East Chelsea,14,2,28.628571428571433
Bedford,West Farms/Bronx River,1,2,49.34
Bensonhurst East,Bensonhurst East,16,2,40.222500000000004
Boerum Hill,Central Harlem North,5,2,46.104
Briarwood/Jamaica Hills,SoHo,2,2,61.68
Brooklyn Heights,College Point,1,2,37.59
Brooklyn Heights,DUMBO/Vinegar Hill,361,2,8.275595567867038
Brooklyn Heights,Elmhurst/Maspeth,8,2,23.837500000000002
Brooklyn Heights,Richmond Hill,1,2,41.3
Carroll Gardens,Brownsville,2,2,22.3
Central Park,Parkchester,1,2,36.35
Central Park,Sunset Park East,2,2,42.05
Chinatown,Soundview/Castle Hill,4,2,45.809999999999995
Clinton Hill,Alphabet City,9,2,20.66111111111111
Cobble Hill,Sunset Park East,11,2,20.302727272727275
Coney Island,Homecrest,1,2,8.8
DUMBO/Vinegar Hill,Upper East Side North,10,2,35.385
East Concourse/Concourse Village,West Concourse,29,2,7.754482758620689
East Elmhurst,Cobble Hill,1,2,53.65
East Elmhurst,Soundview/Bruckner,1,2,34.84
East Harlem North,Midtown Center,217,2,18.485990783410134
East Harlem North,Washington Heights South,325,2,17.919261538461527
East Village,Jamaica Estates,12,2,51.24333333333334
East Williamsburg,Corona,5,2,24.499999999999996
East Williamsburg,Kew Gardens,5,2,31.18
Elmhurst,Clinton Hill,1,2,22.3
Elmhurst,Woodlawn/Wakefield,1,2,52.34
Erasmus,Crown Heights South,7,2,11.844285714285714
Financial District North,Flushing Meadows-Corona Park,1,2,52.8
Financial District North,Penn Station/Madison Sq West,1447,2,21.333248099516286
Financial District South,Co-Op City,1,2,51.8
Flatbush/Ditmas Park,Manhattan Valley,1,2,58.48
Flatiron,Murray Hill,6338,2,11.495320290312337
Flushing,Greenpoint,1,2,27.3
Flushing,Richmond Hill,2,2,26.025
Flushing Meadows-Corona Park,Central Park,7,2,62.941428571428574
Fort Greene,Gramercy,53,2,20.758490566037736
Fort Greene,Green-Wood Cemetery,1,2,15.38
Fort Greene,Highbridge,2,2,51.82
Fort Greene,Manhattanville,1,2,43.3
Garment District,Alphabet City,547,2,18.141572212065796
Gramercy,Fordham South,3,2,37.8
Gravesend,Union Sq,1,2,53.84
Greenpoint,Rego Park,13,2,20.326923076923077
Greenpoint,Stuy Town/Peter Cooper Village,7,2,20.601428571428567
Greenwich Village North,Clinton East,2423,2,16.344981427981903
Greenwich Village North,Crown Heights South,68,2,28.700588235294116
Greenwich Village South,JFK Airport,372,2,63.642768817204335
Hamilton Heights,LaGuardia Airport,93,2,40.33623655913979
Hamilton Heights,Lincoln Square West,111,2,19.78333333333334
Hamilton Heights,Red Hook,2,2,39.55
Highbridge,Manhattanville,3,2,11.800000000000002
Hudson Sq,Upper West Side North,299,2,25.6053177257525
Inwood Hill Park,Spuyten Duyvil/Kingsbridge,4,2,9.185
Kensington,DUMBO/Vinegar Hill,2,2,20.05
Kew Gardens,Long Island City/Hunters Point,2,2,28.08
Kingsbridge Heights,Kingsbridge Heights,10,2,29.335999999999995
LaGuardia Airport,Downtown Brooklyn/MetroTech,1273,2,39.62430479183034
Lenox Hill East,Greenpoint,246,2,21.166016260162596
Lenox Hill East,Morrisania/Melrose,33,2,22.53666666666667
Lenox Hill East,Sunset Park East,7,2,42.97571428571428
Lenox Hill East,Upper East Side North,12165,2,9.543887381832926
Lincoln Square East,Crown Heights North,94,2,44.79585106382978
Lincoln Square West,Kensington,3,2,44.98
Little Italy/NoLiTa,Bayside,4,2,61.0975
Little Italy/NoLiTa,Washington Heights South,119,2,39.708571428571425
Lower East Side,Long Island City/Hunters Point,444,2,24.58340090090089
Lower East Side,Norwood,9,2,49.95333333333334
Manhattan Valley,Financial District South,50,2,33.772400000000005
Midtown Center,Murray Hill,13904,2,8.961240650172424
Midtown East,Kew Gardens,40,2,41.31225
Midtown East,Van Nest/Morris Park,21,2,42.45904761904762
Midtown South,Downtown Brooklyn/MetroTech,362,2,24.451049723756892
Morningside Heights,Boerum Hill,11,2,50.53818181818181
Mount Hope,Midtown South,1,2,30.8
Murray Hill,Soundview/Castle Hill,29,2,33.07448275862069
NV,Bushwick South,47,2,25.937659574468082
NV,Fresh Meadows,2,2,37.875
NV,Prospect Heights,23,2,30.68
NV,Windsor Terrace,16,2,31.224999999999998
Penn Station/Madison Sq West,South Beach/Dongan Hills,6,2,73.86666666666666
Prospect-Lefferts Gardens,East Village,4,2,27.5525
Queensboro Hill,Oakland Gardens,1,2,15.8
Queensbridge/Ravenswood,Laurelton,1,2,50.8
Randalls Island,Upper East Side South,12,2,60.711666666666666
Randalls Island,Washington Heights South,5,2,70.31400000000001
Roosevelt Island,Gramercy,3,2,25.64
Rosedale,Bay Terrace/Fort Totten,1,2,30.3
Saint Michaels Cemetery/Woodside,Steinway,6,2,6.558333333333334
Seaport,Maspeth,10,2,30.848000000000003
Seaport,Red Hook,25,2,19.4952
South Jamaica,Clinton West,5,2,66.09400000000001
South Ozone Park,Fort Greene,2,2,43.275
South Ozone Park,Yorkville West,1,2,4.8
Stuy Town/Peter Cooper Village,Manhattan Valley,39,2,26.401538461538465
Stuy Town/Peter Cooper Village,Schuylerville/Edgewater Park,2,2,39.8
Sunnyside,Central Harlem,25,2,27.085200000000004
Sunnyside,Rosedale,2,2,40.55
Sunset Park West,JFK Airport,4,2,70.595
Times Sq/Theatre District,Lenox Hill West,4577,2,13.038630107057012
TriBeCa/Civic Center,Battery Park,480,2,8.840416666666664
TriBeCa/Civic Center,Forest Hills,102,2,44.86058823529412
TriBeCa/Civic Center,Pelham Parkway,5,2,54.398
UN/Turtle Bay South,Upper West Side North,705,2,20.23609929078014
Union Sq,City Island,2,2,60.475
Upper East Side North,Prospect-Lefferts Gardens,37,2,45.85243243243243
Upper East Side South,Bronxdale,9,2,38.90555555555555
Upper West Side South,Bath Beach,1,2,69.35
Upper West Side South,Hudson Sq,238,2,24.415798319327724
Upper West Side South,Marble Hill,17,2,30.58411764705883
Washington Heights South,JFK Airport,39,2,67.71153846153847
West Chelsea/Hudson Yards,Bay Terrace/Fort Totten,2,2,67.85
West Chelsea/Hudson Yards,Park Slope,327,2,33.835993883792035
West Chelsea/Hudson Yards,Sutton Place/Turtle Bay North,957,2,17.298652037617565
